TYPE,DATE,WALLETS,DEX
Fee Payers,2023-07-26T00:00:00.000Z,13345,Jupiter Aggregator
Signers,2023-07-26T00:00:00.000Z,11,Mercurial
Fee Payers,2023-07-26T00:00:00.000Z,5,Mercurial
Signers,2023-07-26T00:00:00.000Z,36,Serum
Fee Payers,2023-07-26T00:00:00.000Z,33,Serum
Signers,2023-07-26T00:00:00.000Z,13372,Jupiter Aggregator
Fee Payers,2023-07-26T00:00:00.000Z,8,Saber
Signers,2023-07-26T00:00:00.000Z,9731,Orca
Signers,2023-07-06T00:00:00.000Z,1,GooseFX
Fee Payers,2023-07-06T00:00:00.000Z,57,Serum
Fee Payers,2023-07-06T00:00:00.000Z,1109,Orca
Fee Payers,2023-07-06T00:00:00.000Z,1,Mercurial
Signers,2023-07-06T00:00:00.000Z,7113,Jupiter Aggregator
Fee Payers,2023-07-06T00:00:00.000Z,3,Invariant
Fee Payers,2023-07-06T00:00:00.000Z,3,Step Finance
Signers,2023-07-06T00:00:00.000Z,442,Openbook
Fee Payers,2023-07-06T00:00:00.000Z,111,Openbook
Signers,2023-07-06T00:00:00.000Z,57,Serum
Signers,2023-07-06T00:00:00.000Z,11,Lifinity
Signers,2023-07-06T00:00:00.000Z,12,Aldrin
Fee Payers,2023-07-06T00:00:00.000Z,5207,Stepn
Fee Payers,2023-07-06T00:00:00.000Z,1,GooseFX
Signers,2023-07-06T00:00:00.000Z,12364,Orca
Signers,2023-07-06T00:00:00.000Z,8,Saber
Fee Payers,2023-07-06T00:00:00.000Z,1224,Raydium
Signers,2023-07-06T00:00:00.000Z,4,Invariant
Signers,2023-07-06T00:00:00.000Z,3,Step Finance
Signers,2023-07-06T00:00:00.000Z,2617,Raydium
Fee Payers,2023-07-06T00:00:00.000Z,6,Saber
Signers,2023-07-06T00:00:00.000Z,20613,Stepn
Fee Payers,2023-07-06T00:00:00.000Z,7069,Jupiter Aggregator
Signers,2023-07-06T00:00:00.000Z,2,Mercurial
Fee Payers,2023-07-06T00:00:00.000Z,6,Lifinity
Fee Payers,2023-07-06T00:00:00.000Z,8,Aldrin
Signers,2022-11-16,2,Invariant
Fee Payers,2022-11-16,1630,Raydium
Fee Payers,2022-11-16,1,Cykura
Signers,2022-11-16,1,GooseFX
Fee Payers,2022-11-16,7,Lifinity
Signers,2022-11-16,8056,Jupiter Aggregator
Fee Payers,2022-11-16,2,Invariant
Signers,2022-11-16,7,Step Finance
Fee Payers,2022-11-16,81,Aldrin
Fee Payers,2022-11-16,1012,Orca
Signers,2022-11-16,1,Cykura
Fee Payers,2022-11-16,1,GooseFX
Fee Payers,2022-11-16,652,Serum
Fee Payers,2022-11-16,12,Mango Markets
Signers,2022-11-16,7769,Raydium
Fee Payers,2022-11-16,33,Saber
Signers,2022-11-16,49650,Stepn
Fee Payers,2022-11-16,11226,Stepn
Signers,2022-11-16,31,Mango Markets
Signers,2022-11-16,310,Aldrin
Signers,2022-11-16,1095,Serum
Fee Payers,2022-11-16,5,Step Finance
Signers,2022-11-16,37,Saber
Fee Payers,2022-11-16,28,Mercurial
Signers,2022-11-16,521,Openbook
Fee Payers,2022-11-16,7988,Jupiter Aggregator
Signers,2022-11-16,8,Lifinity
Signers,2022-11-16,71,Mercurial
Fee Payers,2022-11-16,37,Openbook
Signers,2022-11-16,7662,Orca
Signers,2023-07-30T00:00:00.000Z,2,Step Finance
Fee Payers,2023-07-30T00:00:00.000Z,2,Step Finance
Signers,2023-07-30T00:00:00.000Z,8476,Jupiter Aggregator
Signers,2023-07-30T00:00:00.000Z,5461,Orca
Fee Payers,2023-07-30T00:00:00.000Z,1096,Orca
Signers,2023-07-30T00:00:00.000Z,5,Lifinity
Fee Payers,2023-07-30T00:00:00.000Z,8459,Jupiter Aggregator
Signers,2023-07-30T00:00:00.000Z,7,Saber
Fee Payers,2023-07-30T00:00:00.000Z,6,Saber
Signers,2023-07-30T00:00:00.000Z,15618,Stepn
Fee Payers,2023-07-30T00:00:00.000Z,21,Serum
Fee Payers,2023-07-30T00:00:00.000Z,1,Aldrin
Fee Payers,2023-07-30T00:00:00.000Z,4029,Stepn
Fee Payers,2023-07-30T00:00:00.000Z,5,Lifinity
Signers,2023-07-30T00:00:00.000Z,1,Aldrin
Fee Payers,2023-07-30T00:00:00.000Z,1,Invariant
Signers,2023-07-30T00:00:00.000Z,198,Openbook
Signers,2023-07-30T00:00:00.000Z,4115,Raydium
Signers,2023-07-30T00:00:00.000Z,1,Invariant
Fee Payers,2023-07-30T00:00:00.000Z,2133,Raydium
Fee Payers,2023-07-30T00:00:00.000Z,87,Openbook
Signers,2023-07-30T00:00:00.000Z,12,Mercurial
Fee Payers,2023-07-30T00:00:00.000Z,6,Mercurial
Signers,2023-07-30T00:00:00.000Z,21,Serum
Signers,2022-12-31,40371,Stepn
Fee Payers,2022-12-31,15,Saber
Fee Payers,2022-12-31,2,Mango Markets
Fee Payers,2022-12-31,1,Invariant
Signers,2022-12-31,7597,Orca
Fee Payers,2022-12-31,329,Serum
Signers,2022-12-31,2,Mango Markets
Fee Payers,2022-12-31,3,GooseFX
Signers,2022-12-31,6,Lifinity
Signers,2022-12-31,4,Step Finance
Signers,2022-12-31,18,Saber
Signers,2022-12-31,2544,Raydium
Fee Payers,2022-12-31,35,Aldrin
Signers,2022-12-31,3,GooseFX
Signers,2022-12-31,48,Mercurial
Fee Payers,2022-12-31,1,Cykura
Fee Payers,2022-12-31,10262,Stepn
Fee Payers,2022-12-31,114,Openbook
Fee Payers,2022-12-31,1384,Orca
Fee Payers,2022-12-31,10418,Jupiter Aggregator
Fee Payers,2022-12-31,5,Lifinity
Fee Payers,2022-12-31,3,Step Finance
Signers,2022-12-31,44,Aldrin
Signers,2022-12-31,1075,Openbook
Signers,2022-12-31,10561,Jupiter Aggregator
Fee Payers,2022-12-31,1053,Raydium
Signers,2022-12-31,406,Serum
Fee Payers,2022-12-31,19,Mercurial
Signers,2022-12-31,1,Cykura
Signers,2022-12-31,1,Invariant
Signers,2022-09-17,9440,Jupiter Aggregator
Signers,2022-09-17,5,Invariant
Fee Payers,2022-09-17,27,Mercurial
Signers,2022-09-17,70,Mercurial
Fee Payers,2022-09-17,3,Cykura
Signers,2022-09-17,6721,Raydium
Signers,2022-09-17,10,Lifinity
Signers,2022-09-17,7735,Orca
Signers,2022-09-17,39,Saber
Signers,2022-09-17,3,Cykura
Fee Payers,2022-09-17,2186,Raydium
Fee Payers,2022-09-17,584,Serum
Fee Payers,2022-09-17,5,Invariant
Fee Payers,2022-09-17,93,Aldrin
Fee Payers,2022-09-17,7,Lifinity
Fee Payers,2022-09-17,2,GooseFX
Fee Payers,2022-09-17,36,Saber
Signers,2022-09-17,59260,Stepn
Signers,2022-09-17,37110,Serum
Fee Payers,2022-09-17,9426,Jupiter Aggregator
Fee Payers,2022-09-17,425,Mango Markets
Fee Payers,2022-09-17,13873,Stepn
Signers,2022-09-17,791,Mango Markets
Fee Payers,2022-09-17,7,Step Finance
Signers,2022-09-17,222,Aldrin
Signers,2022-09-17,2,GooseFX
Signers,2022-09-17,14,Step Finance
Fee Payers,2022-09-17,1261,Orca
Signers,2022-09-22,12292,Raydium
Signers,2022-09-22,12569,Orca
Signers,2022-09-22,10917,Jupiter Aggregator
Signers,2022-09-22,8,Step Finance
Signers,2022-09-22,79,Mercurial
Fee Payers,2022-09-22,633,Serum
Signers,2022-09-22,31,Cykura
Fee Payers,2022-09-22,10894,Jupiter Aggregator
Fee Payers,2022-09-22,8,GooseFX
Fee Payers,2022-09-22,2394,Raydium
Signers,2022-09-22,57876,Stepn
Signers,2022-09-22,8,GooseFX
Signers,2022-09-22,13,Lifinity
Signers,2022-09-22,923,Mango Markets
Fee Payers,2022-09-22,35,Saber
Fee Payers,2022-09-22,8,Crema
Signers,2022-09-22,186,Aldrin
Fee Payers,2022-09-22,4,Invariant
Signers,2022-09-22,53572,Serum
Fee Payers,2022-09-22,499,Mango Markets
Fee Payers,2022-09-22,5,Cykura
Fee Payers,2022-09-22,13248,Stepn
Signers,2022-09-22,10,Invariant
Signers,2022-09-22,8,Crema
Fee Payers,2022-09-22,5,Step Finance
Fee Payers,2022-09-22,1457,Orca
Fee Payers,2022-09-22,32,Mercurial
Fee Payers,2022-09-22,10,Lifinity
Signers,2022-09-22,37,Saber
Fee Payers,2022-09-22,99,Aldrin
Fee Payers,2023-07-04T00:00:00.000Z,1,Invariant
Fee Payers,2023-07-04T00:00:00.000Z,2,Mercurial
Fee Payers,2023-07-04T00:00:00.000Z,1,Mango Markets
Signers,2023-07-04T00:00:00.000Z,7,Saber
Signers,2023-07-04T00:00:00.000Z,1,Mango Markets
Fee Payers,2023-07-04T00:00:00.000Z,6247,Jupiter Aggregator
Signers,2023-07-04T00:00:00.000Z,10,Lifinity
Signers,2023-07-04T00:00:00.000Z,256,Openbook
Signers,2023-07-04T00:00:00.000Z,1,Invariant
Signers,2023-07-04T00:00:00.000Z,2066,Raydium
Fee Payers,2023-07-04T00:00:00.000Z,5,Saber
Fee Payers,2023-07-04T00:00:00.000Z,21,Serum
Fee Payers,2023-07-04T00:00:00.000Z,9,Aldrin
Signers,2023-07-04T00:00:00.000Z,9,Aldrin
Fee Payers,2023-07-04T00:00:00.000Z,7478,Stepn
Signers,2023-07-04T00:00:00.000Z,4,Mercurial
Signers,2023-07-04T00:00:00.000Z,6271,Jupiter Aggregator
Fee Payers,2023-07-04T00:00:00.000Z,1162,Raydium
Signers,2023-07-04T00:00:00.000Z,3,Step Finance
Signers,2023-07-04T00:00:00.000Z,23,Serum
Fee Payers,2023-07-04T00:00:00.000Z,7,Lifinity
Fee Payers,2023-07-04T00:00:00.000Z,1,GooseFX
Fee Payers,2023-07-04T00:00:00.000Z,88,Openbook
Signers,2023-07-04T00:00:00.000Z,1,GooseFX
Fee Payers,2023-07-04T00:00:00.000Z,779,Orca
Fee Payers,2023-07-04T00:00:00.000Z,3,Step Finance
Signers,2023-07-04T00:00:00.000Z,31455,Stepn
Signers,2023-07-04T00:00:00.000Z,5844,Orca
Fee Payers,2023-03-28,53,Serum
Signers,2023-03-28,55,Serum
Signers,2023-03-28,3122,Raydium
Signers,2023-03-28,1,GooseFX
Fee Payers,2023-03-28,9916,Jupiter Aggregator
Signers,2023-03-28,5,Step Finance
Fee Payers,2023-03-28,4,Step Finance
Signers,2023-03-28,6729,Orca
Signers,2023-03-28,5,Lifinity
Fee Payers,2023-03-28,28,Aldrin
Fee Payers,2023-03-28,8,Saber
Signers,2023-03-28,1,Invariant
Signers,2023-03-28,9961,Jupiter Aggregator
Signers,2023-03-28,873,Openbook
Fee Payers,2023-03-28,1,Invariant
Signers,2023-03-28,8,Saber
Fee Payers,2023-03-28,11,Mercurial
Fee Payers,2023-03-28,1335,Raydium
Fee Payers,2023-03-28,149,Openbook
Signers,2023-03-28,40,Mercurial
Fee Payers,2023-03-28,1,GooseFX
Signers,2023-03-28,57,Aldrin
Fee Payers,2023-03-28,6273,Stepn
Fee Payers,2023-03-28,892,Orca
Signers,2023-03-28,23844,Stepn
Fee Payers,2023-03-28,5,Lifinity
Signers,2023-04-18,2,Invariant
Signers,2023-04-18,1,GooseFX
Signers,2023-04-18,5,Step Finance
Signers,2023-04-18,6,Lifinity
Fee Payers,2023-04-18,8,Saber
Signers,2023-04-18,9620,Orca
Fee Payers,2023-04-18,2,Mango Markets
Fee Payers,2023-04-18,13,Mercurial
Signers,2023-04-18,8,Saber
Fee Payers,2023-04-18,19,Aldrin
Signers,2023-04-18,18037,Stepn
Signers,2023-04-18,42,Serum
Signers,2023-04-18,868,Openbook
Fee Payers,2023-04-18,159,Openbook
Fee Payers,2023-04-18,1,GooseFX
Signers,2023-04-18,9601,Jupiter Aggregator
Signers,2023-04-18,47,Mercurial
Signers,2023-04-18,3045,Raydium
Signers,2023-04-18,2,Mango Markets
Fee Payers,2023-04-18,4,Step Finance
Fee Payers,2023-04-18,2,Invariant
Fee Payers,2023-04-18,1699,Raydium
Fee Payers,2023-04-18,9555,Jupiter Aggregator
Fee Payers,2023-04-18,4778,Stepn
Fee Payers,2023-04-18,37,Serum
Fee Payers,2023-04-18,6,Lifinity
Signers,2023-04-18,25,Aldrin
Fee Payers,2023-04-18,1264,Orca
Signers,2022-11-12,5,Invariant
Fee Payers,2022-11-12,1,GooseFX
Signers,2022-11-12,41,Saber
Fee Payers,2022-11-12,4,Cykura
Signers,2022-11-12,52178,Stepn
Signers,2022-11-12,80,Mercurial
Fee Payers,2022-11-12,30,Mercurial
Signers,2022-11-12,1,Openbook
Signers,2022-11-12,7,Lifinity
Signers,2022-11-12,5028,Raydium
Signers,2022-11-12,2557,Serum
Signers,2022-11-12,23,Step Finance
Fee Payers,2022-11-12,2137,Raydium
Fee Payers,2022-11-12,39,Saber
Fee Payers,2022-11-12,10,Step Finance
Fee Payers,2022-11-12,6,Lifinity
Signers,2022-11-12,389,Aldrin
Fee Payers,2022-11-12,1,Openbook
Fee Payers,2022-11-12,1305,Orca
Fee Payers,2022-11-12,11815,Stepn
Signers,2022-11-12,9024,Jupiter Aggregator
Signers,2022-11-12,122,Mango Markets
Fee Payers,2022-11-12,59,Mango Markets
Fee Payers,2022-11-12,87,Aldrin
Signers,2022-11-12,6948,Orca
Fee Payers,2022-11-12,8950,Jupiter Aggregator
Signers,2022-11-12,1,GooseFX
Fee Payers,2022-11-12,1147,Serum
Signers,2022-11-12,6,Cykura
Fee Payers,2022-11-12,2,Invariant
Fee Payers,2023-03-20,10,Mercurial
Signers,2023-03-20,230,Aldrin
Fee Payers,2023-03-20,2,GooseFX
Fee Payers,2023-03-20,190,Openbook
Signers,2023-03-20,6,Lifinity
Signers,2023-03-20,1,Cykura
Fee Payers,2023-03-20,6830,Stepn
Signers,2023-03-20,84,Serum
Fee Payers,2023-03-20,1655,Raydium
Fee Payers,2023-03-20,1,Cykura
Fee Payers,2023-03-20,32,Aldrin
Fee Payers,2023-03-20,6,Step Finance
Signers,2023-03-20,4663,Raydium
Signers,2023-03-20,12,Saber
Signers,2023-03-20,1637,Openbook
Signers,2023-03-20,13937,Orca
Signers,2023-03-20,26265,Stepn
Fee Payers,2023-03-20,11,Saber
Fee Payers,2023-03-20,72,Serum
Fee Payers,2023-03-20,9832,Jupiter Aggregator
Signers,2023-03-20,10,Step Finance
Signers,2023-03-20,2,GooseFX
Signers,2023-03-20,23,Mercurial
Signers,2023-03-20,9867,Jupiter Aggregator
Fee Payers,2023-03-20,1213,Orca
Fee Payers,2023-03-20,5,Lifinity
Fee Payers,2023-01-06,35517,Jupiter Aggregator
Fee Payers,2023-01-06,1,Crema
Signers,2023-01-06,678,Serum
Fee Payers,2023-01-06,3,Mango Markets
Fee Payers,2023-01-06,43,Aldrin
Signers,2023-01-06,8,Lifinity
Fee Payers,2023-01-06,23,Saber
Signers,2023-01-06,1,Crema
Signers,2023-01-06,1,Invariant
Fee Payers,2023-01-06,1,Invariant
Signers,2023-01-06,27191,Orca
Signers,2023-01-06,24,Saber
Signers,2023-01-06,4,Mango Markets
Signers,2023-01-06,73,Aldrin
Signers,2023-01-06,2,GooseFX
Fee Payers,2023-01-06,4751,Orca
Fee Payers,2023-01-06,10973,Raydium
Signers,2023-01-06,26942,Stepn
Signers,2023-01-06,30773,Raydium
Signers,2023-01-06,4465,Openbook
Fee Payers,2023-01-06,2,GooseFX
Signers,2023-01-06,12,Step Finance
Signers,2023-01-06,35658,Jupiter Aggregator
Fee Payers,2023-01-06,7062,Stepn
Fee Payers,2023-01-06,372,Serum
Fee Payers,2023-01-06,19,Mercurial
Fee Payers,2023-01-06,6,Lifinity
Fee Payers,2023-01-06,731,Openbook
Signers,2023-01-06,61,Mercurial
Fee Payers,2023-01-06,6,Step Finance
Signers,2023-06-22T00:00:00.000Z,9,Aldrin
Fee Payers,2023-06-22T00:00:00.000Z,3,Step Finance
Fee Payers,2023-06-22T00:00:00.000Z,2,Mango Markets
Signers,2023-06-22T00:00:00.000Z,6121,Orca
Fee Payers,2023-06-22T00:00:00.000Z,4,Lifinity
Fee Payers,2023-06-22T00:00:00.000Z,1240,Raydium
Signers,2023-06-22T00:00:00.000Z,26,Serum
Signers,2023-06-22T00:00:00.000Z,11,Saber
Signers,2023-06-22T00:00:00.000Z,1,GooseFX
Signers,2023-06-22T00:00:00.000Z,4,Step Finance
Fee Payers,2023-06-22T00:00:00.000Z,6,Saber
Signers,2023-06-22T00:00:00.000Z,16893,Stepn
Fee Payers,2023-06-22T00:00:00.000Z,3,Mercurial
Signers,2023-06-22T00:00:00.000Z,5,Lifinity
Fee Payers,2023-06-22T00:00:00.000Z,872,Orca
Fee Payers,2023-06-22T00:00:00.000Z,7,Aldrin
Fee Payers,2023-06-22T00:00:00.000Z,1,GooseFX
Fee Payers,2023-06-22T00:00:00.000Z,4455,Stepn
Signers,2023-06-22T00:00:00.000Z,4,Mango Markets
Signers,2023-06-22T00:00:00.000Z,6740,Jupiter Aggregator
Signers,2023-06-22T00:00:00.000Z,215,Openbook
Fee Payers,2023-06-22T00:00:00.000Z,1,Invariant
Fee Payers,2023-06-22T00:00:00.000Z,96,Openbook
Signers,2023-06-22T00:00:00.000Z,2303,Raydium
Fee Payers,2023-06-22T00:00:00.000Z,25,Serum
Signers,2023-06-22T00:00:00.000Z,1,Invariant
Fee Payers,2023-06-22T00:00:00.000Z,6476,Jupiter Aggregator
Signers,2023-06-22T00:00:00.000Z,6,Mercurial
Fee Payers,2022-12-20,58,Aldrin
Signers,2022-12-20,3543,Orca
Signers,2022-12-20,92,Aldrin
Fee Payers,2022-12-20,9,Lifinity
Fee Payers,2022-12-20,180,Serum
Signers,2022-12-20,1,GooseFX
Fee Payers,2022-12-20,748,Orca
Fee Payers,2022-12-20,1,GooseFX
Fee Payers,2022-12-20,1,Invariant
Fee Payers,2022-12-20,19,Saber
Signers,2022-12-20,62,Mercurial
Fee Payers,2022-12-20,87,Openbook
Signers,2022-12-20,12,Lifinity
Signers,2022-12-20,1,Cykura
Fee Payers,2022-12-20,1,Cykura
Signers,2022-12-20,43736,Stepn
Fee Payers,2022-12-20,23,Mercurial
Signers,2022-12-20,249,Serum
Fee Payers,2022-12-20,11285,Stepn
Signers,2022-12-20,213,Openbook
Fee Payers,2022-12-20,8114,Jupiter Aggregator
Signers,2022-12-20,5,Step Finance
Signers,2022-12-20,22,Saber
Fee Payers,2022-12-20,4,Step Finance
Signers,2022-12-20,2520,Raydium
Fee Payers,2022-12-20,3,Mango Markets
Signers,2022-12-20,6,Mango Markets
Fee Payers,2022-12-20,1129,Raydium
Signers,2022-12-20,1,Invariant
Signers,2022-12-20,8237,Jupiter Aggregator
Signers,2022-11-04,37,Mango Markets
Fee Payers,2022-11-04,1,Cykura
Signers,2022-11-04,9734,Orca
Signers,2022-11-04,155,Aldrin
Fee Payers,2022-11-04,27,Mercurial
Fee Payers,2022-11-04,11074,Stepn
Signers,2022-11-04,83,Mercurial
Signers,2022-11-04,47817,Stepn
Signers,2022-11-04,8861,Jupiter Aggregator
Signers,2022-11-04,39,Saber
Fee Payers,2022-11-04,7,Lifinity
Fee Payers,2022-11-04,8739,Jupiter Aggregator
Signers,2022-11-04,6683,Raydium
Fee Payers,2022-11-04,1196,Orca
Signers,2022-11-04,9,Lifinity
Fee Payers,2022-11-04,847,Serum
Fee Payers,2022-11-04,34,Saber
Signers,2022-11-04,1,Cykura
Fee Payers,2022-11-04,91,Aldrin
Signers,2022-11-04,5,Step Finance
Fee Payers,2022-11-04,3,GooseFX
Signers,2022-11-04,7,Invariant
Fee Payers,2022-11-04,7,Invariant
Fee Payers,2022-11-04,1816,Raydium
Signers,2022-11-04,3,GooseFX
Signers,2022-11-04,39446,Serum
Fee Payers,2022-11-04,19,Mango Markets
Fee Payers,2022-11-04,4,Step Finance
Signers,2023-06-27T00:00:00.000Z,1,Mango Markets
Signers,2023-06-27T00:00:00.000Z,2172,Raydium
Fee Payers,2023-06-27T00:00:00.000Z,3,Step Finance
Signers,2023-06-27T00:00:00.000Z,4,Lifinity
Signers,2023-06-27T00:00:00.000Z,15245,Stepn
Fee Payers,2023-06-27T00:00:00.000Z,835,Orca
Fee Payers,2023-06-27T00:00:00.000Z,1,GooseFX
Signers,2023-06-27T00:00:00.000Z,5,Aldrin
Fee Payers,2023-06-27T00:00:00.000Z,4,Aldrin
Fee Payers,2023-06-27T00:00:00.000Z,12542,Jupiter Aggregator
Signers,2023-06-27T00:00:00.000Z,194,Openbook
Signers,2023-06-27T00:00:00.000Z,1,Invariant
Signers,2023-06-27T00:00:00.000Z,1,GooseFX
Fee Payers,2023-06-27T00:00:00.000Z,1157,Raydium
Signers,2023-06-27T00:00:00.000Z,12565,Jupiter Aggregator
Fee Payers,2023-06-27T00:00:00.000Z,1,Invariant
Signers,2023-06-27T00:00:00.000Z,39,Serum
Signers,2023-06-27T00:00:00.000Z,8,Saber
Signers,2023-06-27T00:00:00.000Z,4,Step Finance
Fee Payers,2023-06-27T00:00:00.000Z,3988,Stepn
Fee Payers,2023-06-27T00:00:00.000Z,81,Openbook
Signers,2023-06-27T00:00:00.000Z,5038,Orca
Fee Payers,2023-06-27T00:00:00.000Z,38,Serum
Fee Payers,2023-06-27T00:00:00.000Z,1,Mango Markets
Fee Payers,2023-06-27T00:00:00.000Z,4,Lifinity
Fee Payers,2023-06-27T00:00:00.000Z,7,Saber
Fee Payers,2022-10-31,1957,Raydium
Signers,2022-10-31,8329,Jupiter Aggregator
Fee Payers,2022-10-31,7,Lifinity
Fee Payers,2022-10-31,1059,Orca
Fee Payers,2022-10-31,25,Mercurial
Fee Payers,2022-10-31,32,Saber
Signers,2022-10-31,28,Mango Markets
Signers,2022-10-31,8,Step Finance
Fee Payers,2022-10-31,59,Aldrin
Signers,2022-10-31,6,GooseFX
Fee Payers,2022-10-31,1,Cykura
Fee Payers,2022-10-31,7,Invariant
Signers,2022-10-31,105,Aldrin
Signers,2022-10-31,7,Invariant
Fee Payers,2022-10-31,8282,Jupiter Aggregator
Fee Payers,2022-10-31,6,GooseFX
Signers,2022-10-31,41671,Serum
Fee Payers,2022-10-31,12112,Stepn
Signers,2022-10-31,9,Lifinity
Signers,2022-10-31,52558,Stepn
Signers,2022-10-31,35,Saber
Signers,2022-10-31,9810,Orca
Signers,2022-10-31,6546,Raydium
Signers,2022-10-31,1,Cykura
Signers,2022-10-31,63,Mercurial
Signers,2022-10-31,1,Crema
Fee Payers,2022-10-31,1,Crema
Fee Payers,2022-10-31,6,Step Finance
Fee Payers,2022-10-31,845,Serum
Fee Payers,2022-10-31,20,Mango Markets
Fee Payers,2022-11-02,7602,Jupiter Aggregator
Fee Payers,2022-11-02,1009,Orca
Signers,2022-11-02,24,Mango Markets
Fee Payers,2022-11-02,23,Mercurial
Signers,2022-11-02,296,Aldrin
Signers,2022-11-02,46237,Serum
Fee Payers,2022-11-02,5,Step Finance
Fee Payers,2022-11-02,16,Mango Markets
Signers,2022-11-02,5,Step Finance
Fee Payers,2022-11-02,3,GooseFX
Fee Payers,2022-11-02,9,Lifinity
Signers,2022-11-02,12,Lifinity
Signers,2022-11-02,3,GooseFX
Fee Payers,2022-11-02,64,Aldrin
Signers,2022-11-02,36,Saber
Signers,2022-11-02,11610,Orca
Fee Payers,2022-11-02,757,Serum
Signers,2022-11-02,60,Mercurial
Signers,2022-11-02,6555,Raydium
Signers,2022-11-02,4,Invariant
Fee Payers,2022-11-02,11188,Stepn
Fee Payers,2022-11-02,1687,Raydium
Signers,2022-11-02,4,Crema
Fee Payers,2022-11-02,4,Invariant
Signers,2022-11-02,48527,Stepn
Fee Payers,2022-11-02,33,Saber
Signers,2022-11-02,7728,Jupiter Aggregator
Fee Payers,2022-11-02,4,Crema
Signers,2023-07-08T00:00:00.000Z,1,GooseFX
Fee Payers,2023-07-08T00:00:00.000Z,1,GooseFX
Signers,2023-07-08T00:00:00.000Z,6,Mercurial
Signers,2023-07-08T00:00:00.000Z,2,Invariant
Signers,2023-07-08T00:00:00.000Z,10,Saber
Signers,2023-07-08T00:00:00.000Z,3,Step Finance
Fee Payers,2023-07-08T00:00:00.000Z,4498,Stepn
Signers,2023-07-08T00:00:00.000Z,2374,Raydium
Fee Payers,2023-07-08T00:00:00.000Z,94,Openbook
Fee Payers,2023-07-08T00:00:00.000Z,24,Serum
Fee Payers,2023-07-08T00:00:00.000Z,3,Mercurial
Fee Payers,2023-07-08T00:00:00.000Z,1001,Orca
Fee Payers,2023-07-08T00:00:00.000Z,7,Saber
Signers,2023-07-08T00:00:00.000Z,9721,Orca
Fee Payers,2023-07-08T00:00:00.000Z,1345,Raydium
Signers,2023-07-08T00:00:00.000Z,6536,Jupiter Aggregator
Signers,2023-07-08T00:00:00.000Z,250,Openbook
Signers,2023-07-08T00:00:00.000Z,8,Aldrin
Fee Payers,2023-07-08T00:00:00.000Z,3,Step Finance
Fee Payers,2023-07-08T00:00:00.000Z,2,Invariant
Signers,2023-07-08T00:00:00.000Z,17750,Stepn
Signers,2023-07-08T00:00:00.000Z,7,Lifinity
Fee Payers,2023-07-08T00:00:00.000Z,6515,Jupiter Aggregator
Signers,2023-07-08T00:00:00.000Z,31,Serum
Fee Payers,2023-07-08T00:00:00.000Z,6,Aldrin
Fee Payers,2023-07-08T00:00:00.000Z,6,Lifinity
Fee Payers,2023-03-12,34,Serum
Signers,2023-03-12,9,Saber
Fee Payers,2023-03-12,1039,Orca
Fee Payers,2023-03-12,143,Openbook
Signers,2023-03-12,36485,Stepn
Signers,2023-03-12,1,GooseFX
Fee Payers,2023-03-12,9045,Jupiter Aggregator
Signers,2023-03-12,5509,Orca
Fee Payers,2023-03-12,1258,Raydium
Fee Payers,2023-03-12,9,Saber
Fee Payers,2023-03-12,5,Lifinity
Signers,2023-03-12,9110,Jupiter Aggregator
Signers,2023-03-12,35,Aldrin
Fee Payers,2023-03-12,4,Step Finance
Fee Payers,2023-03-12,1,GooseFX
Fee Payers,2023-03-12,9375,Stepn
Signers,2023-03-12,34,Serum
Signers,2023-03-12,51,Mercurial
Fee Payers,2023-03-12,27,Aldrin
Signers,2023-03-12,9,Lifinity
Signers,2023-03-12,5,Step Finance
Signers,2023-03-12,1423,Openbook
Signers,2023-03-12,3356,Raydium
Fee Payers,2023-03-12,18,Mercurial
Signers,2023-01-02,63,Mercurial
Fee Payers,2023-01-02,56,Aldrin
Fee Payers,2023-01-02,8263,Stepn
Signers,2023-01-02,1,Invariant
Fee Payers,2023-01-02,220,Openbook
Signers,2023-01-02,25943,Jupiter Aggregator
Fee Payers,2023-01-02,1886,Raydium
Fee Payers,2023-01-02,696,Serum
Signers,2023-01-02,22793,Orca
Fee Payers,2023-01-02,4,Step Finance
Signers,2023-01-02,1855,Openbook
Fee Payers,2023-01-02,23,Saber
Signers,2023-01-02,11,Lifinity
Signers,2023-01-02,32191,Stepn
Signers,2023-01-02,4683,Raydium
Fee Payers,2023-01-02,3336,Orca
Signers,2023-01-02,26,Saber
Signers,2023-01-02,9,Step Finance
Fee Payers,2023-01-02,3,GooseFX
Signers,2023-01-02,749,Serum
Fee Payers,2023-01-02,7,Lifinity
Fee Payers,2023-01-02,22,Mercurial
Fee Payers,2023-01-02,1,Mango Markets
Signers,2023-01-02,337,Aldrin
Fee Payers,2023-01-02,1,Invariant
Fee Payers,2023-01-02,25850,Jupiter Aggregator
Signers,2023-01-02,2,Mango Markets
Signers,2023-01-02,3,GooseFX
Signers,2022-12-21,1,GooseFX
Signers,2022-12-21,40908,Stepn
Fee Payers,2022-12-21,151,Serum
Signers,2022-12-21,176,Openbook
Signers,2022-12-21,3099,Orca
Fee Payers,2022-12-21,4,Step Finance
Signers,2022-12-21,2242,Raydium
Signers,2022-12-21,81,Mercurial
Signers,2022-12-21,5,Step Finance
Fee Payers,2022-12-21,20,Saber
